OBJECTID *,ID,Shape *,gridcode_kWh/m2,DT,DT_PCODE,TS_PCODE,TS_Name,Shape_Length,Shape_Area(sqm),GHI_kWh,GHI_MW
992,992,Polygon,1797,Yangon (South),MMR013D003,MMR013027,Twantay,1601.569417,152720.3409,274438500,31.32859
993,993,Polygon,1777,Yangon (South),MMR013D003,MMR013028,Kawhmu,766.871874,25342.08074,45032880,5.140739
994,994,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,1536.347021,135938.2847,244145200,27.87045
995,995,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,823.930716,12537.49703,22517340,2.570473
996,996,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,1747.649656,172329.8186,309504400,35.33155
997,997,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,1876.501085,205264.1739,368654500,42.08384
998,998,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,1693.247119,157277.4443,282470300,32.24547
999,999,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,121.731896,636.932795,1143931,0.130586
1000,1000,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,2794.507848,311544.1149,559533200,63.87366
1001,1001,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,1688.511581,158012.2388,283790000,32.39612
1002,1002,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,1704.272131,141635.3489,254377100,29.03848
1003,1003,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,7765.588181,783775.1587,1407660000,160.6918
1004,1004,Polygon,1798,Yangon (South),MMR013D003,MMR013024,Kyauktan,3906.515987,693328.3132,1246604000,142.3064
1005,1005,Polygon,1798,Yangon (South),MMR013D003,MMR013024,Kyauktan,2407.537237,359783.3317,646890400,73.84594
1006,1006,Polygon,1798,Yangon (South),MMR013D003,MMR013024,Kyauktan,1240.865566,32194.35527,57885450,6.607928
1007,1007,Polygon,1800,Yangon (South),MMR013D003,MMR013024,Kyauktan,2122.105086,226648.3395,407967000,46.57158
1008,1008,Polygon,1804,Yangon (South),MMR013D003,MMR013024,Kyauktan,2238.901105,161361.5708,291096300,33.23017
1009,1009,Polygon,1804,Yangon (South),MMR013D003,MMR013024,Kyauktan,799.365332,29563.99755,53333450,6.088294
1010,1010,Polygon,1807,Yangon (South),MMR013D003,MMR013024,Kyauktan,1765.035505,133030.2087,240385600,27.44128
1011,1011,Polygon,1807,Yangon (South),MMR013D003,MMR013024,Kyauktan,2849.186236,424312.2591,766732200,87.52651
1012,1012,Polygon,1808,Yangon (South),MMR013D003,MMR013024,Kyauktan,3419.555221,512334.3652,926300500,105.7421
1013,1013,Polygon,1811,Yangon (South),MMR013D003,MMR013024,Kyauktan,687.901893,20139.07723,36471870,4.163455
1014,1014,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,239.59749,1408.151499,2529040,0.288703
1015,1015,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,1060.49467,64980.65209,116705200,13.32252
1016,1016,Polygon,1802,Yangon (South),MMR013D003,MMR013024,Kyauktan,1935.193745,222675.7433,401261700,45.80613
1017,1017,Polygon,1802,Yangon (South),MMR013D003,MMR013024,Kyauktan,126.236468,363.167855,654428.5,0.074706
1018,1018,Polygon,1802,Yangon (South),MMR013D003,MMR013024,Kyauktan,3400.121997,734258.1116,1323133000,151.0426
1019,1019,Polygon,1802,Yangon (South),MMR013D003,MMR013024,Kyauktan,1541.91435,99440.51044,179191800,20.45568
1020,1020,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,1462.761133,93980.04574,169446000,19.34315
1021,1021,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,944.785654,37566.73298,67732820,7.732057
1022,1022,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,2806.244559,412234.9943,743259700,84.847
1023,1023,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,2748.676533,417126.8586,752079700,85.85385
1024,1024,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,989.33536,49258.62411,88813300,10.1385
1025,1025,Polygon,1805,Yangon (South),MMR013D003,MMR013024,Kyauktan,2070.39975,250869.017,452818600,51.69162
1026,1026,Polygon,1805,Yangon (South),MMR013D003,MMR013024,Kyauktan,3322.177369,456220.3,823477600,94.0043
1027,1027,Polygon,1805,Yangon (South),MMR013D003,MMR013024,Kyauktan,2987.169395,416306.6055,751433400,85.78007
1028,1028,Polygon,1806,Yangon (South),MMR013D003,MMR013024,Kyauktan,1200.10083,21005.64168,37936190,4.330615
1029,1029,Polygon,1806,Yangon (South),MMR013D003,MMR013024,Kyauktan,1077.018529,48597.0484,87766270,10.01898
1030,1030,Polygon,1806,Yangon (South),MMR013D003,MMR013024,Kyauktan,3139.552282,478444.3438,864070500,98.63818
1031,1031,Polygon,1806,Yangon (South),MMR013D003,MMR013024,Kyauktan,2278.820637,217004.9727,391911000,44.7387
1032,1032,Polygon,1806,Yangon (South),MMR013D003,MMR013024,Kyauktan,489.065124,10213.55113,18445670,2.10567
1033,1033,Polygon,1814,Yangon (South),MMR013D003,MMR013025,Thongwa,4644.613849,829174.8242,1548187000,176.7337
1034,1034,Polygon,1814,Yangon (South),MMR013D003,MMR013024,Kyauktan,1025.631073,24291.11531,1548187000,176.7337
1035,1035,Polygon,1815,Yangon (South),MMR013D003,MMR013025,Thongwa,431.43572,8869.33289,16097840,1.837653
1036,1036,Polygon,1798,Yangon (South),MMR013D003,MMR013027,Twantay,1885.421708,163935.4481,294755900,33.64794
1037,1037,Polygon,1778,Yangon (South),MMR013D003,MMR013030,Dala,2991.727029,484859.3293,862079900,98.41094
1038,1038,Polygon,1778,Yangon (South),MMR013D003,MMR013030,Dala,1055.665386,50602.23806,89970780,10.27064
1039,1039,Polygon,1778,Yangon (South),MMR013D003,MMR013030,Dala,2630.428712,349076.1828,871819900,99.52282
1040,1040,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,2240.113332,141261.2045,871819900,99.52282
1041,1041,Polygon,1778,Yangon (South),MMR013D003,MMR013030,Dala,2250.887075,316655.7891,563014000,64.271
1042,1042,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,1436.90757,87871.77476,156236000,17.83516
1043,1043,Polygon,1778,Yangon (South),MMR013D003,MMR013030,Dala,4609.736012,722883.9386,2252056000,257.084
1044,1044,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,3587.742638,543739.2177,2252056000,257.084
1045,1045,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,2110.110319,202782.7222,360547700,41.15841
1046,1046,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,2123.067345,216800.6518,385471600,44.0036
1047,1047,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,1991.951721,153680.7851,273244400,31.19229
1048,1048,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,3376.330613,633311.5782,1126028000,128.542
1049,1049,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,2132.75828,291410.2653,518127500,59.14697
1050,1050,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,650.486524,18538.19483,32960910,3.762661
1051,1051,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,2110.110319,202782.7222,360547700,41.15841
1052,1052,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,2119.808141,191458.5711,340413300,38.85997
1053,1053,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,819.211331,26985.18144,47979650,5.477129
1054,1054,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,3232.603799,488845.7671,869167700,99.22006
1055,1055,Polygon,1778,Yangon (South),MMR013D003,MMR013028,Kawhmu,1092.236104,37417.44389,66528220,7.594545
1056,1056,Polygon,1792,Yangon (South),MMR013D003,MMR013024,Kyauktan,5397.81891,767075.7659,1374600000,156.9178
1057,1057,Polygon,1804,Yangon (South),MMR013D003,MMR013024,Kyauktan,957.755173,38470.96333,69401620,7.922559
1058,1058,Polygon,1809,Yangon (South),MMR013D003,MMR013024,Kyauktan,641.74087,17526.92022,31706200,3.619429
1059,1059,Polygon,1809,Yangon (South),MMR013D003,MMR013024,Kyauktan,3047.939829,357264.8715,646292200,73.77764
1060,1060,Polygon,1809,Yangon (South),MMR013D003,MMR013024,Kyauktan,850.459948,34949.86244,63224300,7.217386
1061,1061,Polygon,1811,Yangon (South),MMR013D003,MMR013024,Kyauktan,1679.887709,155998.9023,282514000,32.25046
1062,1062,Polygon,1812,Yangon (South),MMR013D003,MMR013025,Thongwa,1000.984879,42390.50403,76811590,8.768447
1063,1063,Polygon,1800,Yangon (South),MMR013D003,MMR013024,Kyauktan,466.897232,917.26,1651068,0.188478
1064,1064,Polygon,1800,Yangon (South),MMR013D003,MMR013024,Kyauktan,1200.641735,21061.62196,37910920,4.327731
1065,1065,Polygon,1801,Yangon (South),MMR013D003,MMR013024,Kyauktan,510.457526,6405.691237,11536650,1.316969
1066,1066,Polygon,1801,Yangon (South),MMR013D003,MMR013024,Kyauktan,2239.379533,316292.6212,569643000,65.02774
1067,1067,Polygon,1801,Yangon (South),MMR013D003,MMR013024,Kyauktan,1559.98412,109688.8823,197549700,22.55133
1068,1068,Polygon,1801,Yangon (South),MMR013D003,MMR013024,Kyauktan,1032.936202,11291.08824,20335250,2.321376
1069,1069,Polygon,1801,Yangon (South),MMR013D003,MMR013024,Kyauktan,1302.578705,89691.96693,161535200,18.4401
1070,1070,Polygon,1809,Yangon (South),MMR013D003,MMR013024,Kyauktan,135.182156,832.260651,1505560,0.171868
1071,1071,Polygon,1810,Yangon (South),MMR013D003,MMR013024,Kyauktan,2024.536628,278989.7916,504971500,57.64515
1072,1072,Polygon,1810,Yangon (South),MMR013D003,MMR013024,Kyauktan,1923.632056,223436.4096,404419900,46.16666
1073,1073,Polygon,1810,Yangon (South),MMR013D003,MMR013024,Kyauktan,883.744771,39996.05113,72392860,8.264025
1074,1074,Polygon,1800,Yangon (South),MMR013D003,MMR013024,Kyauktan,1678.586098,155321.9846,279579600,31.91548
1075,1075,Polygon,1800,Yangon (South),MMR013D003,MMR013024,Kyauktan,1466.96376,95779.73669,172403500,19.68077
1076,1076,Polygon,1800,Yangon (South),MMR013D003,MMR013024,Kyauktan,66.834412,152.11883,273813.9,0.031257
1077,1077,Polygon,1800,Yangon (South),MMR013D003,MMR013024,Kyauktan,2232.679981,311124.2583,560023700,63.92965
1078,1078,Polygon,1800,Yangon (South),MMR013D003,MMR013024,Kyauktan,770.711211,28527.79188,51350020,5.861875
1079,1079,Polygon,1806,Yangon (South),MMR013D003,MMR013024,Kyauktan,1321.358841,106302.842,191982900,21.91586
1080,1080,Polygon,1811,Yangon (South),MMR013D003,MMR013024,Kyauktan,1316.641505,100000.3189,181100600,20.67358
1081,1081,Polygon,1812,Yangon (South),MMR013D003,MMR013024,Kyauktan,1739.733842,182984.5847,331568100,37.85023
1082,1082,Polygon,1812,Yangon (South),MMR013D003,MMR013024,Kyauktan,1444.506269,81427.26913,147546200,16.84317
1083,1083,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,2370.620962,65335.13798,116231200,13.2684
1084,1084,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,3003.802902,419081.1361,755779200,86.27616
1085,1085,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,396.144742,5752.594106,755779200,86.27616
1086,1086,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,31.862572,46.379292,82508.76,0.009419
1087,1087,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,2138.350074,291632.9255,518815000,59.22545
1088,1088,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,2250.887075,316655.7891,563330600,64.30715
1089,1089,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,4880.90666,1465914.915,2607863000,297.7012
1090,1090,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,1812.371109,139791.288,248688700,28.38912
1091,1091,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,6819.142847,1581218.898,2812988000,321.1174
1092,1092,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,9771.77422,3462850.636,6160411000,703.2433
1093,1093,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,924.786203,40521.35781,72087500,8.229166
1094,1094,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,2123.067345,216800.6518,385688400,44.02835
1095,1095,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,2389.706993,147906.406,263125500,30.03716
1096,1096,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,1724.660921,130607.8851,232351400,26.52414
1097,1097,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,2684.014794,391196.7538,695939000,79.44509
1098,1098,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,992.852485,49413.25977,1022536000,116.7278
1099,1099,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,3556.503218,525368.0598,1022536000,116.7278
1100,1100,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,3305.967612,599348.1037,1066240000,121.7169
1101,1101,Polygon,1779,Yangon (South),MMR013D003,MMR013030,Dala,2640.665769,169262.5655,6504936000,742.5726
1102,1102,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,12381.64938,3487250.3,6504936000,742.5726
1103,1103,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,2110.110319,202782.7222,360750500,41.18156
1104,1104,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,2110.110319,202782.7222,360750500,41.18156
1105,1105,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,1743.76665,162975.004,289932500,33.09732
1106,1106,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,854.847414,25245.52381,44911790,5.126916
1107,1107,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,1920.065507,198262.457,352708900,40.26357
1108,1108,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,4473.214695,949095.0828,1688440000,192.7443
1109,1109,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,1446.040075,98752.63975,175680900,20.0549
1110,1110,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,1772.595465,175797.5408,312743800,35.70135
1111,1111,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,3326.376856,488850.755,869665500,99.27688
1112,1112,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,2317.499682,279238.3452,496765000,56.70834
1113,1113,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,1475.320602,92631.40705,164791300,18.81179
1114,1114,Polygon,1779,Yangon (South),MMR013D003,MMR013028,Kawhmu,1996.623568,230066.7061,409288700,46.72245
1115,1115,Polygon,1806,Yangon (South),MMR013D003,MMR013024,Kyauktan,598.738114,21530.48728,38884060,4.438819
1116,1116,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,516.258981,15612.62434,28149560,3.21342
1117,1117,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,3287.241376,508827.2005,917415400,104.7278
1118,1118,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,1388.149498,111466.565,200974200,22.94226
1119,1119,Polygon,1804,Yangon (South),MMR013D003,MMR013024,Kyauktan,684.138692,17977.09284,32430680,3.702132
1120,1120,Polygon,1805,Yangon (South),MMR013D003,MMR013024,Kyauktan,2010.677829,142767.4611,257695300,29.41727
1121,1121,Polygon,1812,Yangon (South),MMR013D003,MMR013024,Kyauktan,1283.912452,61934.52905,112225400,12.81112
1122,1122,Polygon,1812,Yangon (South),MMR013D003,MMR013024,Kyauktan,1782.837087,118909.7745,215464500,24.59641
1123,1123,Polygon,1804,Yangon (South),MMR013D003,MMR013024,Kyauktan,1503.650201,112410.8791,202789200,23.14946
1124,1124,Polygon,1804,Yangon (South),MMR013D003,MMR013024,Kyauktan,4067.928832,356761.7115,643598100,73.47011
1125,1125,Polygon,1804,Yangon (South),MMR013D003,MMR013024,Kyauktan,2675.636725,294020.7118,530413400,60.54947
1126,1126,Polygon,1804,Yangon (South),MMR013D003,MMR013024,Kyauktan,619.474267,14069.92019,25382140,2.897504
1127,1127,Polygon,1807,Yangon (South),MMR013D003,MMR013024,Kyauktan,1007.123915,46054.99862,83221380,9.500158
1128,1128,Polygon,1813,Yangon (South),MMR013D003,MMR013025,Thongwa,2255.597362,88786.84512,479473000,54.73436
1129,1129,Polygon,1813,Yangon (South),MMR013D003,MMR013024,Kyauktan,1784.826712,175677.0074,479473000,54.73436
1130,1130,Polygon,1813,Yangon (South),MMR013D003,MMR013024,Kyauktan,1216.901629,35941.81912,65162520,7.438644
1131,1131,Polygon,1813,Yangon (South),MMR013D003,MMR013024,Kyauktan,20.378947,19.562497,35466.8,0.004049
1132,1132,Polygon,1813,Yangon (South),MMR013D003,MMR013024,Kyauktan,1864.75789,202367.9873,366893200,41.88278
1133,1133,Polygon,1813,Yangon (South),MMR013D003,MMR013024,Kyauktan,1500.649781,83872.94773,152061600,17.35863
1134,1134,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,1671.238163,131371.3562,233841000,26.69418
1135,1135,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,2250.887075,316655.7891,563647300,64.3433
1136,1136,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,1278.747485,46259.64075,82342160,9.39979
1137,1137,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,37.859289,59.403196,105737.7,0.012071
1138,1138,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,361.549935,6276.411394,11172010,1.275344
1139,1139,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,911.865731,22328.73225,39745140,4.537117
1140,1140,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,3263.853337,567976.4402,1010998000,115.4107
1141,1141,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,3618.841715,401447.9548,934737900,106.7052
1142,1142,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,1454.205663,123685.6823,934737900,106.7052
1143,1143,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,1525.007684,45745.02659,385822600,44.04367
1144,1144,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,1821.951526,171009.246,385822600,44.04367
1145,1145,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,889.409287,25022.86357,44540700,5.084554
1146,1146,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,3067.803761,493520.2902,878466100,100.2815
1147,1147,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,3723.650829,412546.5438,734332900,83.82795
1148,1148,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,2154.862239,287922.195,2279338000,260.1984
1149,1149,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,4327.400181,992604.8172,2279338000,260.1984
1150,1150,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,2915.880569,502703.693,894812500,102.1476
1151,1151,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,2856.447513,145430.3797,258866100,29.55092
1152,1152,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,2680.378156,237093.7697,1075067000,122.7245
1153,1153,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,2604.544415,366876.2922,1075067000,122.7245
1154,1154,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,6911.391976,1612775.491,2870740000,327.7101
1155,1155,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,2699.812807,217707.7677,387519800,44.23742
1156,1156,Polygon,1780,Yangon (South),MMR013D003,MMR013030,Dala,567.802431,10253.05811,199831500,22.81182
1157,1157,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,1444.383405,102011.8366,199831500,22.81182
1158,1158,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,2159.259175,299779.76,533608000,60.91415
1159,1159,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,5112.929975,685832.4598,1220782000,139.3587
1160,1160,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,2049.698016,200541.8695,356964500,40.74937
1161,1161,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,167.76535,872.284447,1552666,0.177245
1162,1162,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,1656.379556,118048.0121,210125500,23.98693
1163,1163,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,3272.102215,631516.0965,1124099000,128.3218
1164,1164,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,1999.737849,224024.382,398763400,45.52094
1165,1165,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,2452.33738,255952.2967,455595100,52.00857
1166,1166,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,1486.681955,86589.08294,154128600,17.59459
1167,1167,Polygon,1780,Yangon (South),MMR013D003,MMR013028,Kawhmu,3200.082116,541804.0971,964411300,110.0926
1168,1168,Polygon,1807,Yangon (South),MMR013D003,MMR013024,Kyauktan,944.221149,45410.61615,82056980,9.367235
1169,1169,Polygon,1808,Yangon (South),MMR013D003,MMR013024,Kyauktan,1271.693254,99418.64335,179748900,20.51928
1170,1170,Polygon,1806,Yangon (South),MMR013D003,MMR013024,Kyauktan,2039.06786,258519.1161,466885500,53.29744
1171,1171,Polygon,1806,Yangon (South),MMR013D003,MMR013024,Kyauktan,2041.21651,256340.9322,462951700,52.84837
1172,1172,Polygon,1806,Yangon (South),MMR013D003,MMR013024,Kyauktan,4730.358949,330759.4354,597351600,68.19082
1173,1173,Polygon,1806,Yangon (South),MMR013D003,MMR013024,Kyauktan,804.500811,36289.57284,65538970,7.481617
1174,1174,Polygon,1808,Yangon (South),MMR013D003,MMR013024,Kyauktan,698.069287,29581.32475,53483040,6.10537
1175,1175,Polygon,1814,Yangon (South),MMR013D003,MMR013024,Kyauktan,1040.040379,32860.5327,59609010,6.804681
1176,1176,Polygon,1816,Yangon (South),MMR013D003,MMR013025,Thongwa,511.47384,10837.44747,19680800,2.246667
1177,1177,Polygon,1808,Yangon (South),MMR013D003,MMR013024,Kyauktan,1666.912421,114136.0491,206358000,23.55685
1178,1178,Polygon,1809,Yangon (South),MMR013D003,MMR013024,Kyauktan,1007.123915,51978.11442,94028410,10.73384
1179,1179,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,3033.219239,440244.447,784075400,89.50632
1180,1180,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,2250.887075,316655.7891,563964000,64.37945
1181,1181,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,3715.281308,300989.1838,536061700,61.19426
1182,1182,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,2250.887075,316655.7891,563964000,64.37945
1183,1183,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,6421.589602,1711103.062,3047474000,347.8852
1184,1184,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,1732.455656,177733.8425,316544000,36.13515
1185,1185,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,844.612502,18008.64755,32073400,3.661347
1186,1186,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,3181.141538,427380.1782,761164100,86.89088
1187,1187,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,1445.960391,74300.99187,132330100,15.10617
1188,1188,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,4013.659323,723871.4264,1289215000,147.1707
1189,1189,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,4667.945341,1133242.999,2018306000,230.4002
1190,1190,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,2152.939619,294327.0568,524196500,59.83978
1191,1191,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,757.219926,27429.4284,48851810,5.576691
1192,1192,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,3653.706352,712728.0353,1269369000,144.9051
1193,1193,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,2250.887075,316655.7891,563964000,64.37945
1194,1194,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,2136.918677,295172.1966,525701700,60.01161
1195,1195,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,372.419645,5607.579244,9987099,1.14008
1196,1196,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,3166.641463,568956.0233,1013311000,115.6747
1197,1197,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,323.039896,4466.928619,7955600,0.908173
1198,1198,Polygon,1781,Yangon (South),MMR013D003,MMR013030,Dala,1692.876601,174520.6232,364020200,41.55482
1199,1199,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,898.979835,29870.27122,364020200,41.55482
1200,1200,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,736.720105,16876.02911,30056210,3.431074
1201,1201,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,5216.654386,934944.7524,1665137000,190.0841
1202,1202,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,217.198014,2240.85271,3990959,0.455589
1203,1203,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,2057.18696,267756.3786,476874100,54.43768
1204,1204,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,2169.347826,201084.8241,358132100,40.88266
1205,1205,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,2392.439473,185846.6951,330993000,37.78458
1206,1206,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,3130.616247,466622.1548,831054100,94.86919
1207,1207,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,3089.476341,498705.3092,888194200,101.392
1208,1208,Polygon,1781,Yangon (South),MMR013D003,MMR013028,Kawhmu,1858.717542,157284.9313,280124400,31.97768
1209,1209,Polygon,1808,Yangon (South),MMR013D003,MMR013024,Kyauktan,656.522386,14149.16775,25581700,2.920285
1210,1210,Polygon,1811,Yangon (South),MMR013D003,MMR013024,Kyauktan,1679.887709,155998.9023,282514000,32.25046
1211,1211,Polygon,1819,Yangon (South),MMR013D003,MMR013024,Kyauktan,475.605646,11507.76814,20932630,2.38957
1212,1212,Polygon,1808,Yangon (South),MMR013D003,MMR013024,Kyauktan,1764.97108,176244.0655,318649300,36.37549
1213,1213,Polygon,1811,Yangon (South),MMR013D003,MMR013024,Kyauktan,1263.574569,80787.31892,146305800,16.70158
1214,1214,Polygon,1811,Yangon (South),MMR013D003,MMR013024,Kyauktan,1323.792095,55807.52547,101067400,11.53738
1215,1215,Polygon,1817,Yangon (South),MMR013D003,MMR013024,Kyauktan,1210.054095,80350.57829,145997000,16.66632
1216,1216,Polygon,1782,Yangon (South),MMR013D003,MMR013030,Dala,2472.836822,300305.4256,535144300,61.08953
1217,1217,Polygon,1782,Yangon (South),MMR013D003,MMR013030,Dala,1548.587494,69314.36132,123518200,14.10025
1218,1218,Polygon,1782,Yangon (South),MMR013D003,MMR013030,Dala,359.691046,1554.544889,2770199,0.316233
1219,1219,Polygon,1782,Yangon (South),MMR013D003,MMR013030,Dala,3141.346635,367048.0615,654079600,74.66663
