OBJECTID *,ID,Shape *,gridcode_kWh/m2,DT,DT_PCODE,TS_PCODE,TS_Name,Shape_Length,Shape_Area(sqm),GHI_kWh,GHI_MW
747,747,Polygon,1785,Yangon (South),MMR013D003,MMR013026,Kayan,2033.389462,247088.7604,441053400,50.34857
748,748,Polygon,1785,Yangon (South),MMR013D003,MMR013026,Kayan,1339.621084,83743.89164,149482800,17.06425
749,749,Polygon,1785,Yangon (South),MMR013D003,MMR013026,Kayan,2123.067345,216800.6518,386989200,44.17685
750,750,Polygon,1785,Yangon (South),MMR013D003,MMR013026,Kayan,10.740989,3.221643,5750.633,0.000656
751,751,Polygon,1785,Yangon (South),MMR013D003,MMR013026,Kayan,1529.9335,113394.5355,202409200,23.10608
752,752,Polygon,1785,Yangon (South),MMR013D003,MMR013026,Kayan,4501.77415,949967.3672,1695692000,193.5721
753,753,Polygon,1785,Yangon (South),MMR013D003,MMR013026,Kayan,942.046449,35546.05646,63449710,7.243118
754,754,Polygon,1785,Yangon (South),MMR013D003,MMR013026,Kayan,2927.556652,485250.1148,866171500,98.87802
755,755,Polygon,1785,Yangon (South),MMR013D003,MMR013026,Kayan,2673.245022,350304.2553,625293100,71.38049
756,756,Polygon,1785,Yangon (South),MMR013D003,MMR013025,Thongwa,2313.472558,255228.44,1286278000,146.8353
757,757,Polygon,1785,Yangon (South),MMR013D003,MMR013026,Kayan,3554.316966,465375.2707,1286278000,146.8353
758,758,Polygon,1785,Yangon (South),MMR013D003,MMR013025,Thongwa,1327.439846,56552.89922,100946900,11.52362
759,759,Polygon,1785,Yangon (South),MMR013D003,MMR013025,Thongwa,3743.967195,736223.9126,1314160000,150.0182
760,760,Polygon,1785,Yangon (South),MMR013D003,MMR013025,Thongwa,3372.610689,709294.4831,1266091000,144.5309
761,761,Polygon,1785,Yangon (South),MMR013D003,MMR013025,Thongwa,2090.843376,145109.7179,259020800,29.56859
762,762,Polygon,1785,Yangon (South),MMR013D003,MMR013025,Thongwa,1333.486836,82798.54541,147795400,16.87162
763,763,Polygon,1785,Yangon (South),MMR013D003,MMR013025,Thongwa,1089.676453,37797.68497,67468860,7.701925
764,764,Polygon,1785,Yangon (South),MMR013D003,MMR013025,Thongwa,446.923542,8197.243069,14632080,1.670329
765,765,Polygon,1785,Yangon (South),MMR013D003,MMR013025,Thongwa,104.097635,385.493182,688105.3,0.078551
766,766,Polygon,1808,Yangon (South),MMR013D003,MMR013027,Twantay,1610.693299,41685.12516,75366700,8.603505
767,767,Polygon,1808,Yangon (South),MMR013D003,MMR013027,Twantay,1632.030344,145190.994,262505300,29.96636
768,768,Polygon,1808,Yangon (South),MMR013D003,MMR013027,Twantay,866.220078,35891.94262,64892630,7.407835
769,769,Polygon,1781,Yangon (South),MMR013D003,MMR013023,Thanlyin,2108.440349,232828.5176,414667600,47.33648
770,770,Polygon,1781,Yangon (South),MMR013D003,MMR013023,Thanlyin,2631.743118,331368.309,590167000,67.37066
771,771,Polygon,1781,Yangon (South),MMR013D003,MMR013023,Thanlyin,2866.797785,365821.4479,3856508000,440.2407
772,772,Polygon,1781,Yangon (South),MMR013D003,MMR013024,Kyauktan,6332.11672,1799539.88,3856508000,440.2407
773,773,Polygon,1780,Yangon (South),MMR013D003,MMR013026,Kayan,497.194791,11612.98612,20671120,2.359716
774,774,Polygon,1780,Yangon (South),MMR013D003,MMR013026,Kayan,2289.892468,250749.3969,446333900,50.95136
775,775,Polygon,1780,Yangon (South),MMR013D003,MMR013026,Kayan,5364.832504,544254.9109,968773800,110.5906
776,776,Polygon,1780,Yangon (South),MMR013D003,MMR013026,Kayan,4068.269412,656610.9556,1168767000,133.4209
777,777,Polygon,1780,Yangon (South),MMR013D003,MMR013026,Kayan,3871.999976,646050.1297,1149969000,131.275
778,778,Polygon,1780,Yangon (South),MMR013D003,MMR013026,Kayan,1605.59537,27253.46351,48511160,5.537804
779,779,Polygon,1780,Yangon (South),MMR013D003,MMR013026,Kayan,2250.887075,316655.7891,563647300,64.3433
780,780,Polygon,1780,Yangon (South),MMR013D003,MMR013023,Thanlyin,653.044492,6190.457432,11019010,1.257878
781,781,Polygon,1780,Yangon (South),MMR013D003,MMR013023,Thanlyin,4773.068515,1093456.311,1946352000,222.1863
782,782,Polygon,1780,Yangon (South),MMR013D003,MMR013025,Thongwa,3376.330613,633311.5782,1127295000,128.6866
783,783,Polygon,1780,Yangon (South),MMR013D003,MMR013023,Thanlyin,8522.162018,2863374.128,5096806000,581.8271
784,784,Polygon,1780,Yangon (South),MMR013D003,MMR013025,Thongwa,4501.77415,949967.3672,1690942000,193.0299
785,785,Polygon,1780,Yangon (South),MMR013D003,MMR013023,Thanlyin,1080.697103,57437.46856,102238700,11.67108
786,786,Polygon,1780,Yangon (South),MMR013D003,MMR013025,Thongwa,869.550744,32820.40832,58420330,6.668987
787,787,Polygon,1780,Yangon (South),MMR013D003,MMR013023,Thanlyin,4713.114634,1048875.754,1866999000,213.1277
788,788,Polygon,1780,Yangon (South),MMR013D003,MMR013023,Thanlyin,4716.088621,977502.1704,1739954000,198.6249
789,789,Polygon,1780,Yangon (South),MMR013D003,MMR013025,Thongwa,1843.126284,83567.3618,148749900,16.98058
790,790,Polygon,1780,Yangon (South),MMR013D003,MMR013025,Thongwa,2232.037923,316126.74,562705600,64.2358
791,791,Polygon,1780,Yangon (South),MMR013D003,MMR013025,Thongwa,3602.590331,622009.3052,1107177000,126.39
792,792,Polygon,1780,Yangon (South),MMR013D003,MMR013024,Kyauktan,3102.085934,397636.5294,707793000,80.79829
793,793,Polygon,1780,Yangon (South),MMR013D003,MMR013025,Thongwa,2123.067345,216800.6518,385905200,44.0531
794,794,Polygon,1780,Yangon (South),MMR013D003,MMR013023,Thanlyin,807.464704,24593.19821,291492200,33.27537
795,795,Polygon,1780,Yangon (South),MMR013D003,MMR013024,Kyauktan,2999.121282,139166.4731,291492200,33.27537
796,796,Polygon,1780,Yangon (South),MMR013D003,MMR013024,Kyauktan,2703.426364,278212.2852,495217900,56.53172
797,797,Polygon,1780,Yangon (South),MMR013D003,MMR013024,Kyauktan,3442.043729,617940.1994,1099934000,125.5632
798,798,Polygon,1780,Yangon (South),MMR013D003,MMR013024,Kyauktan,1832.639042,40056.89274,71301270,8.139415
799,799,Polygon,1780,Yangon (South),MMR013D003,MMR013024,Kyauktan,1907.164218,212201.2234,377718200,43.11852
800,800,Polygon,1780,Yangon (South),MMR013D003,MMR013025,Thongwa,3775.535047,482224.9135,858360300,97.98634
801,801,Polygon,1781,Yangon (South),MMR013D003,MMR013026,Kayan,2995.747925,390077.4044,694727900,79.30683
802,802,Polygon,1781,Yangon (South),MMR013D003,MMR013026,Kayan,849.76044,28635.86727,51000480,5.821972
803,803,Polygon,1781,Yangon (South),MMR013D003,MMR013025,Thongwa,2136.051538,92851.09842,3367742000,384.4454
804,804,Polygon,1781,Yangon (South),MMR013D003,MMR013026,Kayan,5910.811605,1798076.319,3367742000,384.4454
805,805,Polygon,1781,Yangon (South),MMR013D003,MMR013025,Thongwa,2110.110319,202782.7222,361156000,41.22786
806,806,Polygon,1781,Yangon (South),MMR013D003,MMR013026,Kayan,5495.175219,1181018.479,2103394000,240.1135
807,807,Polygon,1781,Yangon (South),MMR013D003,MMR013025,Thongwa,1171.318751,32204.09818,57355500,6.547431
808,808,Polygon,1781,Yangon (South),MMR013D003,MMR013025,Thongwa,2110.110319,202782.7222,361156000,41.22786
809,809,Polygon,1781,Yangon (South),MMR013D003,MMR013025,Thongwa,4215.737853,768049.2382,1367896000,156.1525
810,810,Polygon,1781,Yangon (South),MMR013D003,MMR013025,Thongwa,5.090329,0.379042,675.0739,0.000077
811,811,Polygon,1781,Yangon (South),MMR013D003,MMR013025,Thongwa,112.270103,529.049055,942236.4,0.107561
812,812,Polygon,1781,Yangon (South),MMR013D003,MMR013025,Thongwa,3413.766133,458252.6024,816147900,93.16757
813,813,Polygon,1781,Yangon (South),MMR013D003,MMR013025,Thongwa,1753.409473,150222.1345,267545600,30.54174
814,814,Polygon,1781,Yangon (South),MMR013D003,MMR013025,Thongwa,5602.849697,1038600.727,1849748000,211.1584
815,815,Polygon,1808,Yangon (South),MMR013D003,MMR013027,Twantay,1216.3382,91745.82153,165876400,18.93567
816,816,Polygon,1782,Yangon (South),MMR013D003,MMR013026,Kayan,2306.238564,272643.7505,485851200,55.46246
817,817,Polygon,1782,Yangon (South),MMR013D003,MMR013026,Kayan,4021.208853,868316.3685,1547340000,176.637
818,818,Polygon,1782,Yangon (South),MMR013D003,MMR013026,Kayan,943.939334,40211.12404,524726700,59.90031
819,819,Polygon,1782,Yangon (South),MMR013D003,MMR013023,Thanlyin,2122.156934,254248.2932,524726700,59.90031
820,820,Polygon,1782,Yangon (South),MMR013D003,MMR013026,Kayan,4536.740211,808686.755,9360898000,1068.596
821,821,Polygon,1782,Yangon (South),MMR013D003,MMR013023,Thanlyin,18113.51167,4444342.627,9360898000,1068.596
822,822,Polygon,1782,Yangon (South),MMR013D003,MMR013026,Kayan,596.159995,10107.17976,18010990,2.05605
823,823,Polygon,1782,Yangon (South),MMR013D003,MMR013026,Kayan,2116.092063,288019.9218,513251500,58.59035
824,824,Polygon,1782,Yangon (South),MMR013D003,MMR013026,Kayan,2328.221361,232894.291,415017600,47.37644
825,825,Polygon,1782,Yangon (South),MMR013D003,MMR013026,Kayan,111.331065,491.530025,875906.5,0.099989
826,826,Polygon,1782,Yangon (South),MMR013D003,MMR013023,Thanlyin,1863.189994,206753.0914,368434000,42.05868
827,827,Polygon,1782,Yangon (South),MMR013D003,MMR013026,Kayan,8405.745796,2425413.481,4322087000,493.3889
828,828,Polygon,1782,Yangon (South),MMR013D003,MMR013023,Thanlyin,2176.858592,293858.9669,523656700,59.77816
829,829,Polygon,1782,Yangon (South),MMR013D003,MMR013025,Thongwa,2250.887075,316655.7891,564280600,64.4156
830,830,Polygon,1782,Yangon (South),MMR013D003,MMR013025,Thongwa,649.056994,6946.786051,825425600,94.22667
831,831,Polygon,1782,Yangon (South),MMR013D003,MMR013026,Kayan,3286.250504,456254.9958,825425600,94.22667
832,832,Polygon,1782,Yangon (South),MMR013D003,MMR013025,Thongwa,2250.887075,316655.7891,564280600,64.4156
833,833,Polygon,1782,Yangon (South),MMR013D003,MMR013023,Thanlyin,1823.822446,182076.7637,324460800,37.0389
834,834,Polygon,1782,Yangon (South),MMR013D003,MMR013025,Thongwa,250.989349,1266.790708,2257421,0.257696
835,835,Polygon,1782,Yangon (South),MMR013D003,MMR013025,Thongwa,3612.529836,690107.1918,1229771000,140.3848
836,836,Polygon,1782,Yangon (South),MMR013D003,MMR013023,Thanlyin,2137.701596,297950.3792,530947600,60.61045
837,837,Polygon,1782,Yangon (South),MMR013D003,MMR013023,Thanlyin,3875.379956,789927.8163,1407651000,160.6908
838,838,Polygon,1782,Yangon (South),MMR013D003,MMR013025,Thongwa,1854.210996,171187.7239,305056500,34.8238
839,839,Polygon,1782,Yangon (South),MMR013D003,MMR013025,Thongwa,3930.390419,836287.6792,1490265000,170.1215
840,840,Polygon,1782,Yangon (South),MMR013D003,MMR013023,Thanlyin,3111.671372,582847.4729,1038634000,118.5655
841,841,Polygon,1782,Yangon (South),MMR013D003,MMR013025,Thongwa,1849.899125,159138.5137,283584800,32.3727
842,842,Polygon,1782,Yangon (South),MMR013D003,MMR013025,Thongwa,1943.199482,186361.2487,332095700,37.91047
843,843,Polygon,1782,Yangon (South),MMR013D003,MMR013025,Thongwa,1782.607067,166433.6546,296584800,33.85671
844,844,Polygon,1782,Yangon (South),MMR013D003,MMR013025,Thongwa,1423.916955,94194.98038,167855500,19.16158
845,845,Polygon,1782,Yangon (South),MMR013D003,MMR013023,Thanlyin,3864.699694,850301.3666,2849736000,325.3123
846,846,Polygon,1782,Yangon (South),MMR013D003,MMR013024,Kyauktan,6491.50738,748877.0641,2849736000,325.3123
847,847,Polygon,1782,Yangon (South),MMR013D003,MMR013024,Kyauktan,956.961692,38839.83236,69212580,7.90098
848,848,Polygon,1782,Yangon (South),MMR013D003,MMR013024,Kyauktan,786.071144,23358.22456,41624360,4.751639
849,849,Polygon,1782,Yangon (South),MMR013D003,MMR013025,Thongwa,5987.382116,801981.2884,1429131000,163.1428
850,850,Polygon,1782,Yangon (South),MMR013D003,MMR013024,Kyauktan,1516.942236,125386.5158,223438800,25.50671
851,851,Polygon,1782,Yangon (South),MMR013D003,MMR013024,Kyauktan,3200.089424,533639.8601,950946200,108.5555
852,852,Polygon,1782,Yangon (South),MMR013D003,MMR013024,Kyauktan,1873.530638,210358.207,374858300,42.79205
853,853,Polygon,1782,Yangon (South),MMR013D003,MMR013024,Kyauktan,1891.338913,218574.8035,389500300,44.4635
854,854,Polygon,1811,Yangon (South),MMR013D003,MMR013027,Twantay,304.487169,1316.512605,2384204,0.272169
855,855,Polygon,1811,Yangon (South),MMR013D003,MMR013027,Twantay,1229.170407,70522.35985,127716000,14.57945
856,856,Polygon,1804,Yangon (South),MMR013D003,MMR013025,Thongwa,626.360923,16750.70843,30218280,3.449575
857,857,Polygon,1804,Yangon (South),MMR013D003,MMR013025,Thongwa,1121.512428,30341.47329,54736020,6.248404
858,858,Polygon,1804,Yangon (South),MMR013D003,MMR013025,Thongwa,220.891747,2035.617325,3672254,0.419207
859,859,Polygon,1804,Yangon (South),MMR013D003,MMR013025,Thongwa,1836.618916,155355.0795,280260600,31.99322
860,860,Polygon,1813,Yangon (South),MMR013D003,MMR013027,Twantay,842.054852,22596.9995,40968360,4.676754
861,861,Polygon,1805,Yangon (South),MMR013D003,MMR013025,Thongwa,1857.750603,161300.7096,291147800,33.23605
862,862,Polygon,1805,Yangon (South),MMR013D003,MMR013025,Thongwa,514.608856,11205.48659,20225900,2.308893
863,863,Polygon,1810,Yangon (North),MMR013D001,MMR013006,Htantabin,802.17908,20893.29811,37816870,4.316994
864,864,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,2496.642185,148398.599,268601500,30.66227
865,865,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,6587.697015,1729982.267,3131268000,357.4507
866,866,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,4276.630853,769317.4399,1392465000,158.9571
867,867,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,2110.110319,202782.7222,367036700,41.89917
868,868,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,1996.234375,220491.4253,399089500,45.55816
869,869,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,2110.110319,202782.7222,367036700,41.89917
870,870,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,2316.473302,335284.765,606865400,69.27687
871,871,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,1684.899386,156645.2704,283527900,32.3662
872,872,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,555.945527,10364.85521,18760390,2.141597
873,873,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,7599.683056,1790801.418,3241351000,370.0172
874,874,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,2794.30769,435440.1111,788146600,89.97108
875,875,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,1068.908518,50488.84848,91384820,10.43206
876,876,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,3081.394054,550291.4221,996027500,113.7018
877,877,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,1011.38725,40677.31936,73625950,8.404789
878,878,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,2250.887075,316655.7891,573147000,65.42774
879,879,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,2004.315399,247243.619,447510900,51.08572
880,880,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,5627.217688,1583278.945,2865735000,327.1387
881,881,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,2736.70003,411782.0508,745325500,85.08282
882,882,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,1756.023325,176130.5179,318796200,36.39226
883,883,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,2093.520299,215484.1392,390026300,44.52355
884,884,Polygon,1810,Yangon (South),MMR013D003,MMR013027,Twantay,2149.766481,244978.3986,443410900,50.61768
885,885,Polygon,1806,Yangon (South),MMR013D003,MMR013027,Twantay,1928.844961,225091.4189,406515100,46.40583
886,886,Polygon,1806,Yangon (South),MMR013D003,MMR013027,Twantay,2116.051631,216765.6155,391478700,44.68935
887,887,Polygon,1806,Yangon (South),MMR013D003,MMR013027,Twantay,1600.758657,136679.1187,246842500,28.17837
888,888,Polygon,1806,Yangon (South),MMR013D003,MMR013027,Twantay,2159.392792,255711.4565,461814900,52.71859
889,889,Polygon,1807,Yangon (South),MMR013D003,MMR013027,Twantay,698.374844,18985.06496,34306010,3.916211
890,890,Polygon,1807,Yangon (South),MMR013D003,MMR013027,Twantay,2936.64139,488120.5842,882033900,100.6888
891,891,Polygon,1807,Yangon (South),MMR013D003,MMR013027,Twantay,3095.716276,400734.0908,724126500,82.66285
892,892,Polygon,1792,Yangon (South),MMR013D003,MMR013027,Twantay,685.159148,15374.96409,27551940,3.145198
893,893,Polygon,1796,Yangon (South),MMR013D003,MMR013025,Thongwa,2925.556985,392189.516,746913200,85.26406
894,894,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,674.982729,23686.40101,746913200,85.26406
895,895,Polygon,1789,Yangon (South),MMR013D003,MMR013027,Twantay,443.501922,10779.9029,19285250,2.201512
896,896,Polygon,1789,Yangon (South),MMR013D003,MMR013027,Twantay,1687.058965,157033.7715,280933400,32.07002
897,897,Polygon,1789,Yangon (South),MMR013D003,MMR013027,Twantay,1396.069622,77475.91767,138604400,15.82242
898,898,Polygon,1799,Yangon (South),MMR013D003,MMR013025,Thongwa,712.593158,12565.04602,494028500,56.39595
899,899,Polygon,1799,Yangon (South),MMR013D003,MMR013026,Kayan,2116.059255,262047.7771,494028500,56.39595
900,900,Polygon,1799,Yangon (South),MMR013D003,MMR013025,Thongwa,1587.405618,129869.9625,431973400,49.31204
901,901,Polygon,1799,Yangon (South),MMR013D003,MMR013026,Kayan,1678.401279,110248.6834,431973400,49.31204
902,902,Polygon,1799,Yangon (South),MMR013D003,MMR013025,Thongwa,796.561569,29318.89749,52744700,6.021084
903,903,Polygon,1799,Yangon (South),MMR013D003,MMR013025,Thongwa,2018.456211,200327.1054,364806100,41.64454
904,904,Polygon,1799,Yangon (South),MMR013D003,MMR013026,Kayan,274.518842,2455.61679,364806100,41.64454
905,905,Polygon,1799,Yangon (South),MMR013D003,MMR013025,Thongwa,1788.082428,185769.6971,334199700,38.15065
906,906,Polygon,1799,Yangon (South),MMR013D003,MMR013025,Thongwa,386.458963,9327.018142,16779310,1.915446
907,907,Polygon,1799,Yangon (South),MMR013D003,MMR013025,Thongwa,1149.665751,50662.29962,91141480,10.40428
908,908,Polygon,1799,Yangon (South),MMR013D003,MMR013025,Thongwa,1649.158449,126909.2623,228309800,26.06276
909,909,Polygon,1799,Yangon (South),MMR013D003,MMR013024,Kyauktan,4001.801451,655762.8825,1179717000,134.6709
910,910,Polygon,1799,Yangon (South),MMR013D003,MMR013024,Kyauktan,1746.327197,168931.9433,303908600,34.69276
911,911,Polygon,1800,Yangon (South),MMR013D003,MMR013024,Kyauktan,61.119295,148.460138,267228.3,0.030506
912,912,Polygon,1800,Yangon (South),MMR013D003,MMR013024,Kyauktan,1670.950345,147723.8457,265902900,30.35422
913,913,Polygon,1800,Yangon (South),MMR013D003,MMR013024,Kyauktan,2931.611766,325937.331,586687200,66.97342
914,914,Polygon,1801,Yangon (South),MMR013D003,MMR013025,Thongwa,3224.010379,557842.1087,1004674000,114.6888
915,915,Polygon,1801,Yangon (South),MMR013D003,MMR013024,Kyauktan,2012.861731,129955.9745,234050700,26.71812
916,916,Polygon,1802,Yangon (South),MMR013D003,MMR013025,Thongwa,1981.863282,75469.46947,135996000,15.52466
917,917,Polygon,1802,Yangon (South),MMR013D003,MMR013025,Thongwa,1969.314386,187719.702,338270900,38.6154
918,918,Polygon,1802,Yangon (South),MMR013D003,MMR013025,Thongwa,738.253991,22842.82526,41162770,4.698946
919,919,Polygon,1804,Yangon (South),MMR013D003,MMR013025,Thongwa,1838.230528,166932.7124,425425600,48.56457
920,920,Polygon,1804,Yangon (South),MMR013D003,MMR013024,Kyauktan,1048.771368,68890.78993,425425600,48.56457
921,921,Polygon,1805,Yangon (South),MMR013D003,MMR013027,Twantay,142.075637,927.284677,1673749,0.191067
922,922,Polygon,1805,Yangon (South),MMR013D003,MMR013027,Twantay,1361.051827,72579.30524,131005600,14.95498
923,923,Polygon,1805,Yangon (South),MMR013D003,MMR013027,Twantay,34.127547,35.036355,63240.62,0.007219
924,924,Polygon,1805,Yangon (South),MMR013D003,MMR013027,Twantay,2123.067345,216800.6518,391325200,44.67183
925,925,Polygon,1805,Yangon (South),MMR013D003,MMR013027,Twantay,1329.752779,66103.60352,119317000,13.62066
926,926,Polygon,1796,Yangon (South),MMR013D003,MMR013024,Kyauktan,1108.888342,76852.08472,138026400,15.75643
